District in Greater Cairo where you live,Which day of the week (phase I) are you filling the information for?,"How many HOURS did you spend at HOME/DORM today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at HOME/DORM (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at HOME/DORM (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at HOME/DORM (7.57 liters per min). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at HOME/DORM (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption during Watering Plants during the time you spent at HOME/DORM (can vary widely but try to estimate the average amount of time water is poured).
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at HOME/DORM (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","How many HOURS did you spend at UNIVERSITY today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at THE UNIVERSITY (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at the UNIVERSITY (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at the UNIVERSITY (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at the UNIVERSITY (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Can you tell us about the type of OTHER PLACES you are filling the information for (restaurent? club? hanging around?, etc.)","How many HOURS did you spend at OTHER PLACES today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at OTHER PLACES (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at OTHER PLACES (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at OTHER PLACES (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at OTHER PLACES (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Water consumption for Washing Dishes in a Dish Washing Machine at HOME/DORM (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption for Washing Dishes in a Dish Washing Machine at OTHER PLACES (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at OTHER PLACES (7.57 liters per min). 
Please insert your answer in real numbers"
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Monday, October 23rd 2023",7,94.6,22.7,0,18.9,0,1.2,5,0,0,18.9,1.2,Friends house ,4,0,3.78,0,0.23,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, October 26th 2023",2,94.6,22.7,0,1.26,0,0.6,6.5,0,22.7,1.26,2.1,Restaurant,3,0,0.63,11.35,0.46,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 23rd 2023",8,57,23,0,8,0,2,6,0,12,4,1,NA,0,0,0,0,0,0,0,0
"Ash-Shurūq , الشروق","Thursday, October 26th 2023",16,85.14,34.05,0,18.9,0,0,5,0,11.35,3.78,0,0,0,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Sunday, October 22nd 2023",5,95,11,0,4,0,1,8,0,23,4,1,Mall,1,0,1,0,1,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Sunday, October 22nd 2023",12,378.4,90.8,0,37.8,0,1.2,4,0,0,3.78,1.2,friends house,2,0,11.34,0,1.2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",8,0,22.7,0,28.35,0.92,1.89,9,0,11.35,3.78,0.6,0,0,0,0,0,0,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Tuesday, October 24th 2023",12,189.2,68.1,0,37.8,0,1.2,0,0,0,0,0,no,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",18,94.6,2,7.56,11.34,0,0.3,5,0,22.7,1.89,0.6,car.,1,0,0,0,0,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, October 25th 2023",10,189.2,68.1,0,7.56,0,0,5,0,0,15.12,0.6,friends house,6,0,7.56,11.35,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",10,141.9,22.7,0,22.68,0.46,2.26,5,0,22.7,7.56,1.2,hanging around,3,0,0,0,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",15,0,34.05,0,7.56,0,0.3,4,0,11.35,1.26,0,mall ,4,0,1.26,11.35,0,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, October 26th 2023",17,567.6,68.1,0,37.8,0,1.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",12,94.6,34,0,11,0,2,12,0,11.35,6,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",12,95,35,0,37,0,3,12,0,11,4,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",20,71.896,34.05,21.5745,12.915,0,1.65,4,0,11.35,0.63,0.65,N/A,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",16,56.76,56.75,0,15.12,0,1,4,0,22.7,7.56,0.5,Gym,2,28.38,7.56,11.35,1.5,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",14,0,34.05,0,18.9,0,1.8,4,0.6,11.35,3.78,0.6,Mall ,2,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Thursday, October 26th 2023",8,141.9,68.1,0,22.68,0,1.8,5,0,0,7.56,0.6,club,2,0,3.78,0,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",7,10,2,0,0,0,1.2,4,0,0,0,1.2,Training,1,0,3.78,0,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",19,165.55,45.4,17.0325,17.663,0,1.45,5,0,0,5.04,0.65,N/A,0,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Sunday, October 22nd 2023",13,0,56.75,37.85,56.7,0,2.4,6,0,0,7.56,1.2,"no other place, spent day at home after uni",0,0,0,0,0,30,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",4,123,2,0,3.87,0,0.6,8.5,0,2,1,1.2,Training,1,0,1,0,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",15,94.6,22.7,0,18.9,0,0.9,4,0,0,0,0.23,0,0,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 23rd 2023",12,236.5,56.75,0,37.8,0,2.3,5,0,0,3.78,1.2,"no other place, spent day at home after university",0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",3,132.44,3,0,1,0,1.2,10,0,3,2,1.8,Mall,2,0,1,1,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",5,47.3,11.35,0,7.56,0,0.23,9,0,11.35,7.56,0.6,0,0,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 24th 2023",10,141.9,79.45,75.7,18.9,0,1.15,2,0,0,3.78,0.6,"no other place, spent day at home after university",0,0,0,0,0,30,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",14,500,45,0,9,0,1,5,0,0,1,0.6,restaurant,5,0,3.5,11.35,0.6,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, October 25th 2023",9,283.8,56.75,37.85,18.9,0,1.2,6,0,0,3.78,1.8,"no other place, spent day at home after university.",0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",14,470,34,0,8,0,1,5,0,11.35,1.8,0.6,hanging around,6,0,1.8,11.35,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",14,0,22.7,0,5.67,0,0.46,3.5,0,0,0,0,Brother’s House,4,0,0,0,0.46,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",14,189.2,34.05,0,11.34,0,0.6,10,0,11.35,1.89,1.2,0,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",8,37.84,56.7,0,22.68,0,2.4,3,0,22.7,7.56,1,GIU,4,0,1.89,11.35,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",14,0,45.4,75.7,11.34,0,0.6,10,0,0,2.268,0.6,0,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",15,94.6,34.05,0,11.34,0,0.69,4,0,0,0,0.46,Training ,3,0,1.89,11.35,0.69,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",18,0,34.05,0,7.56,0,1.61,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",5,33.11,56.75,0,52.99,0,2.4,9,0,22.7,1.89,1.2,Restaurant.,4,0,0,0,0.23,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 22nd 2023",12,75.68,79.45,0,22.68,0,3,5,0,0,0,1.5,0,0,0,0,0,0,30,0,0
"Ad-Duqqī , الدقي","Wednesday, October 25th 2023",8,898.7,45.4,0,75.8,0,1.34,7,0,22.7,37.8,1.2,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",18,122.98,45.4,0,18.018,0,0.92,6,0,22.7,5.67,0.6,NA,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",15,75.68,22.7,0,3.78,0,0.6,5,0,0,0,0,restaurant ,2,0,0,0,0.23,0,0,0
"Ad-Duqqī , الدقي","Thursday, October 26th 2023",15,1040.6,56.75,0,99.414,0,2.7,2,0,0,7.56,1.2,0,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Monday, October 23rd 2023",16,94.6,79.45,0,45.36,0,3.5,4,0,0,22.68,1.5,0,0,0,0,0,0,15,0,0
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 24th 2023",16,132.44,90.8,0,22.68,0,4,3,0,34.05,7.56,1.5,0,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",13,94.6,11.35,0,5.67,0,3,8,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",15,0,34.05,30.28,14.301,0,1.15,5.5,0,22.7,3.78,0.6,Old school and gas station,1,0,0,0,0.345,0,0,0
"Al-Jīzah [Giza] , الجيزة","Thursday, October 26th 2023",4,127.7,11.35,0,0,0,0.69,10.5,0,0,0,0,Hanging around,6,0,0,0,1.8,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, October 26th 2023",1,0,11.35,0,0,0,0.2,5,0,11.35,1.89,0.6,"Airport, Airplane, Hotel",20,0,3.78,22.7,2.4,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, October 25th 2023",18,47.3,79.45,0,34.02,0,3.5,6,0,0,11.34,1.5,0,0,0,0,0,0,15,0,0
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Thursday, October 26th 2023",3,141.9,11.35,0,3.78,0,0,8,0,11.35,7.56,0,arabella plaza,6,0,7.56,11.35,0,15,0,0
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Sunday, October 22nd 2023",8,141.9,11.35,0,7.56,0,0,5,0,11.35,7.56,0.23,no place,0,0,0,0,0,15,0,0
AUC Dorm,"Thursday, October 26th 2023",4,66.22,22.7,0,5.67,0,1.1,6,0,11.35,6.6,0.6,Friends house,6,0,1.89,0,1,0,0,0
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Monday, October 23rd 2023",6,141.9,11.35,0,3.78,0,0,10,0,34.05,11.34,0.6,no places,0,0,0,0,0,15,0,0
AUC Dorm,"Sunday, October 22nd 2023",2.5,0,22.7,12.6167,9.45,0,0.6,8,0,11.35,5.67,1.7,Coffee Shop,2.5,0,0,0,0.6,0,0,0
AUC Dorm,"Monday, October 23rd 2023",6,61.49,22.7,7.57,9.072,0,0.8,6,0,11.35,7.23,0.83,Coffee shop,1.5,0,0,0,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",18,20,5,0,9,0,4,6,0,3,3,1,0,0,0,0,0,0,0,0,0
AUC Dorm,"Tuesday, October 24th 2023",7.5,60.76,34.05,4.542,11.25,0,1.4,3,0,11.35,3.024,0.83,Restaurant,1,0,0,0,0.6,0,0,0
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Tuesday, October 24th 2023",2,141.9,11.35,0,0,0,0,10,0,34.05,7.56,1.2,center,2.5,0,3.78,11.35,0,15,0,0
"Ash-Shurūq , الشروق","Monday, October 23rd 2023",6,0,34.05,0,21.735,1.2,2,10,0,34.05,5.67,1.2,0,0,0,0,0,0,0,0,0
AUC Dorm,"Wednesday, October 25th 2023",1.5,0,11.35,0,2.079,0,0.3,9.5,0,34.05,7.26,1.6,Restaurant,1.5,0,0,0,0.5,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 22nd 2023",8,141.9,56.75,37.85,27.5,0,2.5,6,0,22.7,12.6,1.5,0,0,0,0,0,0,0,0,0
"Ash-Shurūq , الشروق","Tuesday, October 24th 2023",5,33.11,22.7,0,15.12,1,1.2,8,0,34.05,3.78,1.2,restaurant,0.7,0,0,0,0.23,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Monday, October 23rd 2023",8,152.4,56.75,60.56,45.2,0,3,6,0,34.05,26.46,1.5,0,0,0,0,0,0,0,0,0
"Ash-Shurūq , الشروق","Wednesday, October 25th 2023",4,0,34.05,0,11.78,0.6,0.69,9,0,22.7,3.78,1.2,0,0,0,0,0,0,0,0,0
"Ash-Shurūq , الشروق","Thursday, October 26th 2023",2,0,22.7,0,6.804,0,0.23,9,0,45.4,5.67,0.6,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",19,118.57,34.05,0,2.457,0,1.15,4,0,22.7,6.87,0,Food Truck,0.25,0,0,0,0.3,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Sunday, October 22nd 2023",5,107.371,22.7,0,4.536,0,0.69,12.5,0,68.1,4.536,18.9,0,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 24th 2023",5,283.8,56.75,8.2,45.36,0,2.4,9,0,34.05,22.68,1.5,0,0,0,0,0,0,0,0,0
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Thursday, October 26th 2023",7,104.06,11.35,0,7.56,0,1.43,3.5,0,11.35,7.56,0.69,mall (restaurent),4,0,3.78,11.35,0.23,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Monday, October 23rd 2023",16,0,34.05,0,1.26,0,0.46,10,0,45.4,2.52,18.9,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",18,0,45.4,0,15.12,0,1.38,6,0,22.7,8.13,0.6,NA,0,0,0,0,0,15,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Tuesday, October 24th 2023",21,146.157,34.05,0,3.15,0,15.7,2,0,0,0,0,restaurant,1,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 22nd 2023",12,113.52,22.7,0,30.24,0,1.75,6,47.3,22.7,15.12,1.2,"restaurant, gym ",4,0,15.12,11.35,0.6,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Tuesday, October 24th 2023",9,66.22,68.1,0,30.24,0,0.6,2,0,22.7,7.56,0.3,nowhere,0,0,0,0,0,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Monday, October 23rd 2023",7,75.68,45.4,0,15.12,0,0.23,5,0,22.7,7.56,0.6,nowhere ,0,0,0,0,0,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, October 25th 2023",5,0,11.35,0,0.63,0,0.23,10.5,0,56.75,0.315,18.9,a friends house,7.5,0,1.89,22.7,0.69,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Monday, October 23rd 2023",12,94.6,22.7,0,26.46,0,1.98,6,0,34.05,11.34,0.6,gym,2,0,3.78,0,1,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, October 25th 2023",1.5,132.44,11.35,0,1.89,0,0.115,14,0,79.45,30.24,1.2,nowhere,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 24th 2023",15,85.14,22.7,0,11.34,0,1.2,0,0,0,0,0,"gym, hanging around",9,0,7.56,11.35,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",8,0,22.7,0,7.56,0,0.6,9,0,11.35,3.78,0,Cafe,4,0,0,11.35,1,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",4,141.9,45.4,0,15.12,0,0.92,6,0,0,0,0.23,Restaurant and Friends house,9,0,18.9,45.4,1.15,0,0,37.85
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, October 26th 2023",8,56.76,56.75,0,26.46,0,0.83,4,0,22.7,7.56,0,nowhere ,0,0,0,0,0,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, October 26th 2023",7,0,34.05,0,1.89,0,0.5,4,0,0,0,0.5,a friends house,13,56.76,1.26,22.7,0.69,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, October 25th 2023",10,94.6,11.35,0,11.34,0,0.69,10,0,34.05,11.34,1.2,"gym, hanging around",4,0,7.56,11.35,1.23,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Thursday, October 26th 2023",16,104.06,22.7,0,7.56,0,1.43,2,0,0,0,0,"gym, club",6,0,3.78,11.35,2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",9,0,22.7,0,11.34,0,0.92,4,0,11.35,3.78,0.6,0,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",6,94.6,22.7,0,7.56,0,0.69,10,0,22.7,3.78,1.2,0,0,0,0,0,0,15,0,0
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, October 25th 2023",9,0,56.75,45.42,60.48,0,2.7,10,0,34.05,26.46,1.2,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",10,141.9,22.7,0,15.12,0,0.92,1,0,0,0,0,0,0,0,0,0,0,15,0,0
"Miṣr al-Qadīmah [Old Cairo] , مصر القديمة","Monday, October 23rd 2023",10,66.22,15.13,45.42,3.78,0,1,12,0,15.13,3.78,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",11,170.28,45.4,0,11.34,0,1.38,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"Al-Ma'ādī [Maadi] , المعادي","Thursday, October 26th 2023",10,132.44,45.4,68.13,45.36,0,2.4,6,0,22.7,22.68,1.8,0,0,0,0,0,0,0,0,0
"Miṣr al-Qadīmah [Old Cairo] , مصر القديمة","Tuesday, October 24th 2023",14,66.22,0,22.71,0,0,1,8,0,11.35,3.78,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",19,113.52,136.2,0,68.04,0,4.2,2,0,0,0,0.3,Friends house,4,0,3.78,11.35,0.6,0,0,7.57
"Miṣr al-Qadīmah [Old Cairo] , مصر القديمة","Wednesday, October 25th 2023",8,66.22,22.7,22.71,7.56,0,1,12,0,11.35,3.78,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",6,0,22.7,0,7.56,0,0.92,8,0,22.7,7.56,1.2,0,0,0,0,0,0,15,0,0
"Miṣr al-Qadīmah [Old Cairo] , مصر القديمة","Sunday, October 22nd 2023",8,66.22,30.26,45.42,7.59,0,1,12,0,15.35,3.78,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",13,0,22.7,75.7,37.8,0,4,8,0,22.7,41.58,1.8,Restaurant,2,0,0,0,0.23,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 24th 2023",14,56.76,34.05,0,10.0681,0,1.8,2,0,0,0,0.93,"hanging out, club",8,9.46,1.89,11.35,1.8,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",17,0,22.7,45.42,11.34,0,0.9,7,0,11.35,3.78,0.2,000,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",19,0,22.7,0,24.57,0,1.66,4,0,0,1.89,0,Car drive,1,0,0,0,0.23,0,0,0
"Ash-Shurūq , الشروق","Thursday, October 26th 2023",12,94.6,34.05,15.14,11.34,0,1,10,0,34.05,0,2.5,car,2,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",22,264.88,34.05,30.28,15.12,0,1.88,2,0,0,0,0,000,0,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, October 25th 2023",15,47.3,22.7,0,5.67,0,1.8,4.5,0,11.35,0.63,1.2,club,4.5,4.73,0,11.35,1.2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",16,122.96,22.7,0,22.68,0,3,6,0,0,0,0.6,Hanging around,3,0,3.78,11.35,1.2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",17,0,22.7,30.28,30.24,0,1.52,7,0,0,3.78,0,000,0,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Thursday, October 26th 2023",9.5,28.38,11.35,0,0.945,0,0,10,18.92,22.7,1.89,2.4,hanging out,5,0,0,0,0.6,0,0,0
"Hada'iq al-Qubbah  , حدائق القبة","Sunday, October 22nd 2023",10,170.28,56.75,0,31.374,0,4.1,4.5,0,11.35,1.449,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",17.75,0,34.05,45.42,26.46,0,2.39,6.25,0,0,3.78,0,000,0,0,0,0,0,0,0,0
"Hada'iq al-Qubbah  , حدائق القبة","Monday, October 23rd 2023",6,148.206,22.7,0,15.309,0,2.6,10,0,34.05,13.419,1.6,0,0,0,0,0,0,0,0,0
"Hada'iq al-Qubbah  , حدائق القبة","Tuesday, October 24th 2023",4,192.038,11.35,0,9.198,0,2,12,0,34.05,10.52,0.8,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",15.5,113.52,56.75,227.1,45.36,0,2.4,8.5,0,0,5.16,1.2,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",20,141.9,102.15,0,56.7,0,3,4,0,0,0,0.6,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",19,189.2,68.1,287.66,94.6,0,2,2,0,0,0,0,Gym,1.25,0,11.34,0,2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",17.5,350.02,34.05,454.2,45.36,0,2,5,0,0,0,0.6,Yoga Studio,1.5,0,0,0,1.2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",11.5,47.3,45.4,45.42,56.7,0,1.2,7.5,0,0,7.56,1.2,District 5 mall (movie theater),5,0,0,0,0.6,0,0,0
"Hada'iq al-Qubbah  , حدائق القبة","Wednesday, October 25th 2023",15,239.96,22.7,0,24,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Thursday, October 26th 2023",5,160.82,13.62,0,3.78,0,0.5,2.5,0,0,0,2.5,My friends place ,12,56.76,20.79,28.375,1.5,0,0,75.57
"Hada'iq al-Qubbah  , حدائق القبة","Thursday, October 26th 2023",1.5,136.566,11.35,0,6.174,0,0.6,16,0,45.4,11.78,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",9,0,79.45,0,11.34,0,1.8,7,0,34.05,7.56,1.2,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",6,189.2,56.75,0,15.12,0,1.2,5,0,34.05,7.56,1.2,resturant,7,0,7.56,22.7,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",11.5,111.94,34.05,0,7.18,0,1.38,8.5,0,22.7,6.43,0.6,Restaurant and Supermarket,4,0,3.15,11.35,0.23,15,0,0
